"mlbid","name","position","full_name","nickname","dob"
439464,"Michael Zolecki","P","Michael J Zolecki ",NA,"12/6/1971 "
439465,"Charles Whitten","P","Charles K Whitten ",NA,"5/23/1972 "
439466,"Norman Williams","CF","Norman H Williams ",NA,"11/17/1973 "
439467,"Ryan Lefebvre","CF","Ryan J Lefebvre ",NA,"2/12/1971 "
439468,"Matthew Byrd","P","Matthew M Byrd ",NA,"5/17/1971 "
439469,"Richard Haar","SS","Richard S Haar ",NA,"9/14/1970 "
439470,"Harry Berrios","OF","Harold J Berrios ",NA,"12/2/1971 "
439471,"Freddie Parker","P","Freddie L Parker ",NA,"10/31/1973 "
439472,"Michael Gargiulo","C","Michael J Gargiulo ",NA,"1/22/1975 "
439473,"Alan Walania","P","Alan Walania ",NA,"1/14/1971 "
439474,"Michael Schmitz","1B","Michael G Schmitz ",NA,"4/22/1971 "
439475,"Matt Lachappa","P","Matthew J Lachappa ",NA,"6/29/1975 in San Diego, CA "
439476,"John Broome","P","John E Broome ",NA,"6/26/1973 "
439477,"Gary Goldsmith","P","Gary R Goldsmith ",NA,"7/4/1971 "
439478,"Michael Gibson","OF","Michael A Gibson ",NA,"11/1/1970 "
439479,"Jose Dejesus","3B","Jose A Dejesus ",NA,"10/31/1974 "
439480,"John Roberge","1B","John P Roberge ",NA,"9/12/1972 "
439481,"Johnny Hilo","CF","Johnny R Hilo ",NA,"10/23/1973 "
439482,"Stephen Kokinda","1B","Stephen M Kokinda ",NA,"8/21/1974 "
439483,"Brian Smith","SS","Brian J Smith ",NA,"4/29/1977 "
439484,"Joshua Dowker","P","Joshua S Dowker ",NA,"11/11/1976 "
439485,"Chairon Isenia","C","Chairon Ramon Isenia ",NA,"1/23/1979 "
439486,"Richard Cremer","P","Richard E Cremer ",NA,"4/19/1977 in Marion, IL "
439487,"Scott Kirby","OF","Scott T Kirby ",NA,"7/18/1977 "
439488,"Clayton Crossan","P","Clayton T Crossan ",NA,"8/30/1973 "
439489,"Bobby Cripps","C","Bobby L Cripps ",NA,"5/9/1977 "
439490,"Gary Rodriquez","CF","Gary R Rodriquez ",NA,"7/17/1976 "
439491,"Brian Bullock","P","Brian K Bullock ",NA,"7/4/1976 "
439492,"Andres Mitchell","OF","Andres K Mitchell ",NA,"5/26/1976 "
439493,"Michael Stoner","OF","Michael A Stoner ",NA,"5/23/1973 "
439494,"Cory Patton","CF","Cory S Patton ",NA,"10/18/1975 "
439496,"Ben Phillips","P","Benjamin W Phillips ",NA,"7/28/1975 "
439497,"Gerald Eady","CF","Gerald D Eady ",NA,"10/25/1975 "
439498,"Todd Cutchins","P","Todd Cutchins ",NA,"7/14/1975 "
439499,"Tony Johnson","RF","Anthony L Johnson ",NA,"10/11/1977 "
439500,"Steve Hoff","P","Steve W Hoff ",NA,"7/1/1977 "
439501,"Cary Stover","P","Cary D Stover ",NA,"12/8/1975 "
439502,"Merrell Ligons","SS","Merrell M Ligons ",NA,"6/22/1977 "
439503,"Lance Calmus","P","Lance P Calmus ",NA,"1/19/1973 "
439504,"Quincy Foster","OF","Quincy D Foster ",NA,"10/30/1974 in Bronx, NY "
439505,"Judd Van Winkle","P","Judd C Van Winkle ",NA,"12/17/1975 "
439506,"Jason Ellison","P","Jason B Ellison ",NA,"7/24/1975 "
439507,"Orlando Carey","OF","Orlando R Carey ",NA,"2/25/1976 "
439508,"George Hlodan","P","George A Hlodan ",NA,"6/25/1976 "
439509,"Jason Wright","P","Jason F Wright ",NA,"8/28/1975 "
439510,"Andrew Zwirchitz","P","Andrew M Zwirchitz ",NA,"5/3/1976 "
439511,"Denton McDaniel","P","Denton Carroll McDaniel ",NA,"8/12/1976 in Bee Cave, TX "
439512,"Bo Hundt","3B","Brock A Hundt ",NA,"4/21/1975 "
439513,"Brad Schwartzbauer","3B","Brad C Schwartzbauer ",NA,"5/4/1977 "
439514,"Gabriel Garcia","P","Gabriel D Garcia ",NA,"3/15/1977 "
439515,"Aaron McNeal","1B","Aaron G McNeal ",NA,"4/28/1978 in Oakland, CA "
439516,"Andrew Mallory","P","Andrew Mallory ",NA,"9/25/1976 "
439517,"Christopher Grubbs","C","Christopher P Grubbs ",NA,"12/27/1975 "
439518,"Kent Zweifel","OF","Kent V Zweifel ",NA,"3/21/1977 "
439519,"Mike Spiegel","P","Michael D Spiegel ",NA,"11/24/1975 "
439520,"Chris Rodriguez","C","Chris C Rodriguez ",NA,"5/10/1976 "
439521,"Joseph Edwards","2B","Joseph L Edwards ",NA,"8/6/1973 "
439523,"Juan Chaidez","C","Juan C Chaidez ",NA,"3/29/1977 "
439524,"Evert-jean Thoen","SS","Evert-jean Thoen ",NA,"11/8/1975 "
439525,"Emar Fleming","P","Emar R Fleming ",NA,"10/14/1976 "
439526,"Aaron Cames","P","Aaron R Cames ",NA,"11/21/1975 "
439527,"Peter Jenkins","C","Peter J Jenkins ",NA,"4/25/1975 "
439528,"Christopher Hill","P","Christopher W Hill ",NA,"10/25/1974 "
439529,"Isaac Byrd","OF","Isaac Jr. Byrd ",NA,"11/16/1974 "
439530,"Heath Honeycutt","3B","Heath E Honeycutt ",NA,"7/30/1976 "
439532,"Terrance Smalls","IF","Terrance R Smalls ",NA,"11/22/1975 "
439533,"Joseph Ohm","P","Joseph J Ohm ",NA,"9/13/1976 "
439534,"Paul McCurtain","P","Paul E McCurtain ",NA,"2/5/1976 "
439535,"Sean Mahoney","RF","Sean P Mahoney ",NA,"12/23/1975 "
439536,"Jon McDonald","P","Jon M McDonald ",NA,"12/1/1976 "
439537,"Monte MacGillivray","P","Monte R MacGillivray ",NA,"8/18/1976 "
439538,"Scott Heying","IF","Scott S Heying ",NA,"12/26/1975 "
439539,"Eric Place","P","Eric H Place ",NA,"5/27/1975 "
439540,"Tyler Thompson","OF","Tyler N Thompson ",NA,"8/28/1975 "
439541,"Keith Hart","1B","Richard K Hart ",NA,"2/4/1976 "
439542,"Andrew Larned","C","Andrew P Larned ",NA,"11/13/1975 "
439543,"Daniel Lampley","P","Daniel W Lampley ",NA,"11/1/1975 "
439544,"Philip Ledesma","OF","Philip Ledesma ",NA,"3/14/1975 "
439545,"Andrew Frierson","P","Andrew A Frierson ",NA,"8/11/1975 "
439546,"Robert Castelli","P","Robert M Castelli ",NA,"3/14/1977 "
439547,"Gary Bohannon","P","Gary W Bohannon ",NA,"2/19/1976 "
439548,"Justin Kurtz","P","Justin N Kurtz ",NA,"3/8/1977 "
439549,"Jake Weber","OF","Jake R Weber ",NA,"4/22/1976 "
439550,"Marc Ludvigsen","OF","Marc D Ludvigsen ",NA,"5/2/1977 "
439551,"William Gobbel","SS","William E Gobbel ",NA,"8/21/1976 "
439552,"Marques Esquerra","IF","Marques C Esquerra ",NA,"5/17/1976 "
439553,"Jeff Powers","SS","Jeffrey P Powers ",NA,"3/20/1976 "
439554,"Rudy Rosales","P","Rudolfo C Rosales ",NA,"7/9/1976 "
439555,"Tom Paciorek","OF","Tom A Paciorek ",NA,"1/4/1976 "
439556,"Donnie Suttles","P","Donald T Suttles ",NA,"1/8/1977 "
439557,"Todd Bellhorn","P","Todd A Bellhorn ",NA,"10/13/1976 "
439558,"Jeff Depippo","C","Jeffrey A Depippo ",NA,"4/29/1976 "
439559,"Schuyler Doakes","SS","Schuyler M Doakes ",NA,"8/23/1976 "
439560,"Roberto Lugo","1B","Roberto Lugo ",NA,"3/7/1980 "
439561,"Douglas Bridges","P","Douglas W Bridges ",NA,"7/20/1976 "
439562,"Michael Christensen","3B","Michael F Christensen ",NA,"5/24/1976 "
439563,"Angel Diaz","C","Angel L Diaz ",NA,"7/27/1976 "
439564,"Michael Diaz","OF","Michael Diaz ",NA,"8/5/1976 "
439565,"Michael Prokop","P","Michael J Prokop ",NA,"1/28/1976 "
439566,"Timothy Harrell","P","Timothy A Harrell ",NA,"10/31/1975 "
439567,"Ken Corley","1B","Ken Corley ",NA,"3/30/1976 "
439568,"Will Croud","OF","Will Croud ",NA,"12/29/1975 "
439569,"Billy Martin","3B","Billy Joe Martin ",NA,"6/10/1976 in Abilene, TX "
439570,"Mathew Lubozynski","P","Mathew M Lubozynski ",NA,"11/9/1976 "
439571,"Jason Yount","IF","Jason M Yount ",NA,"3/22/1977 "
439572,"Jason Moody","P","Jason D Moody ",NA,"11/6/1976 "
439573,"Ryan Moskau","P","Ryan Moskau ",NA,"8/22/1977 "
439574,"Alex Piedra","P","Alex Piedra ",NA,"2/1/1980 "
439576,"Jon Paul Schmidt","SS","Jon Paul Schmidt ",NA,"1/4/1980 "
439577,"Rusty Keith","CF","Rusty L Keith ",NA,"9/18/1977 "
439578,"Michael Irwin","P","Michael A Irwin ",NA,"12/20/1967 "
439579,"Lance Smith","C","Lance E Smith ",NA,"5/19/1968 "
439580,"Alquentin Harley","2B","Alquentin B Harley ",NA,"11/11/1971 "
439581,"Raymond Sutch","P","Raymond E Sutch ",NA,"9/12/1969 "
439582,"Stephen Shoemaker","P","Stephen R Shoemaker ",NA,"2/24/1970 "
439583,"Robert Parker","3B","Robert B Parker ",NA,"3/4/1969 "
439584,"Daniel Nerat","P","Daniel R Nerat ",NA,"5/16/1968 "
439585,"Russell Brock","P","Russell A Brock ",NA,"10/13/1969 "
439586,"Tyrone Hill","P","Tyrone A Hill ",NA,"3/7/1972 "
439587,"Michael Rossiter","P","Michael B Rossiter ",NA,"6/20/1973 "
439588,"Jonathan Barnes","P","Jonathan A Barnes ",NA,"4/11/1973 "
439589,"Eddie Williams","DH","Edward Quincy Williams ",NA,"1/22/1972 in Miami, FL "
439590,"Shelby Shaw","P","Shelby R Shaw ",NA,"12/22/1969 "
439591,"Stephen Allen","C","Stephen M Allen ",NA,"12/25/1969 "
439592,"Charles Lee","OF","Charles A Lee ",NA,"12/7/1971 "
439593,"Jeffrey Hostetler","P","Jeffrey J Hostetler ",NA,"6/17/1971 "
439594,"Scott Campbell","OF","Scott A Campbell ",NA,"6/27/1968 "
439595,"Robert Burgess","P","Robert K Burgess ",NA,"6/10/1969 "
439596,"James Austin","OF","James T Austin ",NA,"12/26/1969 "
439597,"Sequinn Leichmon","OF","Sequinn M Leichmon ",NA,"9/20/1972 "
439598,"Alfred Torian","IF","Alfred V Torian ",NA,"9/9/1970 "
439599,"Scott Dennison","2B","Scott E Dennison ",NA,"1/9/1968 "
439600,"Michael Hostetler","P","Michael D Hostetler ",NA,"6/5/1970 "
439601,"Michael Daniel","C","Michael J Daniel ",NA,"9/21/1969 "
439602,"Brent Weber","P","Brent L Weber ",NA,"8/7/1969 "
439603,"Christopher Sinacori","P","Christopher J Sinacori ",NA,"8/19/1970 "
439604,"Clint Creed","C","Clint T Creed ",NA,"10/31/1968 "
439605,"Dennis Winicki","SS","Dennis A Winicki ",NA,"2/5/1972 "
439606,"James Ferguson","P","James W Ferguson ",NA,"6/22/1969 "
439607,"Christopher Falco","SS","Christopher M Falco ",NA,"3/26/1969 "
439608,"Jamal Easterling","P","Jamal T Easterling ",NA,"9/3/1973 "
439609,"Vince Fultz","P","Vincent D Fultz ",NA,"2/26/1968 "
439610,"Douglas O'Neill","OF","Douglas O'Neill ",NA,"6/29/1970 "
439611,"Eric Martinez","OF","Eric Vincent Martinez ",NA,"9/2/1969 in Orlando, FL "
439612,"Michael Groppuso","3B","Michael S Groppuso ",NA,"3/9/1970 "
439613,"Bryan Brown","OF","Bryan A Brown ",NA,"7/1/1970 in Metairie, LA "
439614,"Craig Bush","P","Sheridan C Bush ",NA,"8/13/1973 "
439615,"Chad Schoenvogel","P","Chad A Schoenvogel ",NA,"8/10/1971 "
439616,"Diogenes Baez","OF","Diogenes Baez ",NA,"2/28/1971 "
439617,"Matthew Huff","CF","Matthew R Huff ",NA,"11/9/1970 "
439618,"Bradley Kaufman","P","Bradley J Kaufman ",NA,"4/26/1972 "
439619,"De Vohn Duncan","P","De Vohn W Duncan ",NA,"4/1/1975 "
439620,"Dan Zanolla","P","Daniel A Zanolla ",NA,"9/18/1970 "
439621,"Chris West","C","Thomas C West ",NA,"5/27/1972 "
439622,"Darrick Duke","OF","Darrick R Duke ",NA,"3/31/1971 "
439623,"Hal Garrett","P","Harold W Garrett ",NA,"4/27/1975 "
439624,"Dan Harpe","P","Daniel E Harpe ",NA,"12/29/1974 "
439625,"Robert Battles","P","Robert J Battles ",NA,"8/8/1971 "
439626,"Sheldon Cain","P","Sheldon C Cain ",NA,"2/4/1971 "
439627,"Chris Christopher","OF","Claude H Christopher ",NA,"11/16/1971 "
439628,"Mark Dean","SS","Mark A Dean ",NA,"5/4/1971 "
439629,"Michael Matvey","SS","Michael M Matvey ",NA,"10/10/1971 "
439630,"Travis Welch","P","Travis M Welch ",NA,"1/30/1974 "
439631,"Justin McCoy","C","Justin D McCoy ",NA,"8/16/1974 "
439632,"Matthew Aminoff","P","Matthew J Aminoff ",NA,"12/29/1971 "
439634,"Luke Oglesby","OF","Luke H Oglesby ",NA,"6/27/1971 "
439635,"Stephen Wojtkowski","3B","Stephen T Wojtkowski ",NA,"4/10/1973 "
439636,"Eduardo Acosta","SS","Eduardo Acosta ",NA,"12/5/1971 in Panama City, Panama "
439637,"Chris Carter","C","Christopher L Carter ",NA,"5/25/1971 "
439638,"Dom Gatti","OF","Dominic Gatti ",NA,"11/2/1971 "
439639,"Benjamin Boulware","2B","Benjamin J Boulware ",NA,"2/25/1972 "
439640,"Donald Broach","OF","Donald E Broach ",NA,"7/18/1971 "
439641,"Joseph Atwater","P","Joseph L Atwater ",NA,"2/12/1975 "
439642,"Michael Jones","P","Michael Scott Jones ",NA,"11/26/1970 in Atlanta, GA "
439643,"Chad Akers","SS","Chad B Akers ",NA,"5/30/1972 "
439644,"Jesus Morales","SS","Jesus Morales ",NA,"11/21/1972 "
439645,"David Chandler","P","David J Chandler ",NA,"6/14/1971 "
439646,"Jason Baker","RF","Jason R Baker ",NA,"9/22/1972 "
439647,"Randy Culp","C","Randy T Culp ",NA,"8/18/1974 "
439648,"Jason Baker","P","Jason R Baker ",NA,"11/21/1974 "
439649,"Samuel Osorio","CF","Samuel Osorio ",NA,"6/30/1973 "
439650,"Martin Mainville","P","Martin Mainville ",NA,"7/18/1975 "
439651,"Michael Leon","P","Michael A Leon ",NA,"10/15/1971 "
439652,"Jackie McCroskey","CF","Jackie A McCroskey ",NA,"8/23/1974 "
439653,"Thomas Schneider","P","Thomas E Schneider ",NA,"9/27/1972 "
439654,"Jon Hebel","P","Jon H Hebel ",NA,"9/8/1970 "
439655,"Danny Hagan","P","Joseph D Hagan ",NA,"6/14/1972 "
439656,"Andy Pierce","P","Marvin A Pierce ",NA,"8/1/1974 "
439657,"Juan Rosado","P","Juan Rosado ",NA,"8/6/1974 "
439658,"Anthony Ellison","LF","Anthony D Ellison ",NA,"7/12/1974 "
439659,"Dorian Speed","LF","Dorian L Speed ",NA,"3/1/1974 "
439660,"David Slemmer","SS","David J Slemmer ",NA,"3/29/1973 "
439661,"Christopher Nelson","P","Christopher A Nelson ",NA,"1/26/1973 "
439662,"Garrett Long","1B","Garrett S Long ",NA,"10/5/1976 "
439663,"Kevin Gunther","P","Kevin S Gunther ",NA,"2/6/1973 "
439664,"John Lindsey","1B","John William Lindsey ","Mayor","1/30/1977 in Hattiesburg, MS "
439665,"Jon French","P","Jon D French ",NA,"10/9/1972 "
439666,"Jace Johnson","OF","Jace J Johnson ",NA,"7/24/1974 "
439667,"Christopher Miyake","SS","Christopher K Miyake ",NA,"5/18/1973 "
439668,"Todd Abbott","P","William T Abbott ",NA,"9/13/1973 "
439669,"Christopher Morrison","P","Christopher M Morrison ",NA,"4/3/1972 "
439670,"Travis Gaerte","P","Travis J Gaerte ",NA,"10/21/1976 "
439671,"Kyle Wagner","C","Kyle A Wagner ",NA,"4/18/1973 "
439672,"Charlie Cruz","P","Charles R Cruz ",NA,"10/22/1973 "
439673,"Randy Hodges","2B","Randy C Hodges ",NA,"1/20/1973 "
439674,"Benjamin Wyatt","P","Benjamin J Wyatt ",NA,"11/14/1976 "
439675,"Toby Anglen","3B","Waylon J Anglen ",NA,"9/11/1973 "
439676,"Steven Hacker","1B","Steven T Hacker ",NA,"9/6/1974 "
439677,"Ricky Gray","CF","Ricky C Gray ",NA,"5/9/1972 "
439678,"Douglas Engleka","SS","Douglas M Engleka ",NA,"10/6/1972 "
439679,"Brian Groves","P","Brian Groves ",NA,"12/14/1972 "
439680,"Preston Ballew","P","Preston H Ballew ",NA,"5/13/1977 "
439681,"Jared Camp","P","Jared A Camp ",NA,"5/4/1975 "
439682,"Brian Miller","P","Brian L Miller ",NA,"1/26/1973 "
439683,"Joe Higman","OF","Joseph W Higman ",NA,"3/30/1974 "
439684,"Chris Paxton","C","Christopher Paxton ",NA,"12/11/1976 "
439685,"Johnny Isom","OF","Johnny C Isom ",NA,"8/9/1973 "
439686,"Wess Winn","SS","Wess G Winn ",NA,"5/5/1972 "
439687,"Jason Woolf","SS","Jason D Woolf ",NA,"6/6/1977 "
439688,"John Curl","1B","John M Curl ",NA,"11/10/1972 "
439689,"Bryan Williams","C","Bryan D Williams ",NA,"2/9/1974 "
439690,"Chris Bray","P","Christopher T Bray ",NA,"10/28/1974 "
439691,"Chris Bryant","3B","Christopher W Bryant ",NA,"12/15/1973 "
439692,"Roger Martinez","C","Roger R Martinez ",NA,"12/6/1972 "
439693,"Brad Niedermaier","P","Brad G Niedermaier ",NA,"2/9/1973 "
439694,"Eric Torres","P","Eric J Torres ",NA,"6/11/1977 "
439695,"Freddy Reyes","1B","Freddy Reyes ",NA,"4/8/1976 "
439696,"Phillip Bailey","P","Phillip W Bailey ",NA,"10/4/1973 "
439697,"Jason Adams","IF","Jason E Adams ",NA,"11/3/1972 "
439698,"Gregg Smyth","P","Gregg D Smyth ",NA,"6/22/1973 "
439699,"Brian Winders","P","Brian J Winders ",NA,"9/21/1972 "
439700,"Scott Tribolet","OF","Scott L Tribolet ",NA,"3/2/1972 "
439701,"Bobby Shannon","P","Bobby E Shannon ",NA,"9/21/1977 "
439702,"David Moore","P","David D Moore ",NA,"2/13/1976 "
439703,"Brandon Nogowski","P","Brandon P Nogowski ",NA,"5/13/1976 "
439704,"James Vida","1B","James D Vida ",NA,"9/13/1970 "
439705,"Shawn Gallagher","1B","Shawn P Gallagher ",NA,"11/8/1976 "
439706,"Russ Koehler","P","Harold R Koehler ",NA,"10/5/1974 "
439707,"Darin Blood","P","Darin C Blood ",NA,"8/31/1974 "
439708,"Brett Schafer","OF","Brett E Schafer ",NA,"7/3/1973 "
439709,"Jeffrey Hutzler","P","Jeffrey J Hutzler ",NA,"12/5/1972 "
439710,"Ty Bilderback","OF","Ty W Bilderback ",NA,"10/29/1973 "
439711,"Brian Knoll","P","Brian P Knoll ",NA,"8/4/1973 "
439712,"John Canetto","C","John J Canetto ",NA,"9/19/1972 "
439713,"Timothy Collie","P","Timothy W Collie ",NA,"7/5/1973 "
439714,"Elton Pollock","2B","Elton L Pollock ",NA,"4/17/1973 "
439715,"Ryan Young","P","Christopher R Young ",NA,"6/16/1973 "
439716,"Torrance Davis","CF","Torrance W Davis ",NA,"12/25/1975 "
439717,"Ryan Vanoeveren","SS","Ryan Vanoeveren ",NA,"10/14/1972 "
439718,"Jeremy Ware","RF","Jeremy J Ware ",NA,"10/23/1975 in Orangeville, ON, Canada "
439719,"Tal Light","OF","Tal A Light ",NA,"11/28/1973 "
439720,"Andrew Burress","OF","Andrew W Burress ",NA,"7/18/1977 "
439721,"Antonia Cloud","P","Antonia Cloud ",NA,"8/12/1975 "
439722,"James Davis","C","James D Davis ",NA,"4/14/1973 "
439723,"Steven Goodhart","2B","Steven M Goodhart ",NA,"2/14/1973 "
439724,"Herbert Goodman","CF","Herbert L Goodman ",NA,"3/25/1975 "
439725,"Alex Morales","OF","Julio A Morales ",NA,"2/15/1974 "
439726,"Lamont Mason","2B","Lamont R Mason ",NA,"7/10/1972 "
439727,"Joseph Montgomery","P","Joseph G Montgomery ",NA,"10/15/1972 "
439728,"Chris Murphy","P","Chris P Murphy ",NA,"2/16/1972 "
439729,"Anthony Patellis","3B","Anthony Patellis ",NA,"3/1/1974 "
439730,"Thomas Scott","OF","Thomas W Scott ",NA,"3/29/1973 "
439731,"Chandler Martin","P","Chandler J Martin ",NA,"10/23/1973 "
439732,"Marc Mosman","P","Marc P Mosman ",NA,"8/16/1973 "
439733,"Brad Reitzenstein","P","Brad E Reitzenstein ",NA,"4/5/1973 "
439734,"Benjamin Bailey","P","Benjamin A Bailey ",NA,"8/31/1974 "
439735,"Timothy Dixon","P","Timothy R Dixon ",NA,"2/26/1972 "
439736,"Donald Olsen","C","Donald C Olsen ",NA,"5/3/1972 "
439737,"Andy Norton","C","Andy Norton ",NA,"2/9/1973 "
439738,"Kurt Takahashi","P","Kurt J Takahashi ",NA,"2/22/1974 "
439739,"Gregory Scheer","P","Gregory S Scheer ",NA,"2/23/1972 "
439740,"Mario Miranda","OF","Mario T Miranda ",NA,"5/23/1973 "
439741,"Jonathan Watson","2B","Jonathan M Watson ",NA,"12/18/1973 "
439742,"Adam Finnieston","OF","Adam R Finnieston ",NA,"10/11/1972 "
439743,"Alvin Cantu","P","Alvino Cantu ",NA,"9/23/1976 "
439744,"Karl Thompson","C","Karl C Thompson ",NA,"12/30/1973 "
439745,"Terry Weaver","SS","Terry A Weaver ",NA,"10/8/1972 "
439746,"James Woodrow","P","James S Woodrow ",NA,"5/4/1973 "
439747,"Ralph Denman","OF","Ralph C Denman ",NA,"8/2/1972 "
439748,"Scott Southard","SS","Scott S Southard ",NA,"10/14/1971 "
439749,"Greg Hubley","OF","Greg B Hubley ",NA,"11/22/1972 "
439750,"John Reece","OF","John L Reece ",NA,"1/24/1971 "
439751,"Michael Warner","P","Michael Leigh Warner ",NA,"9/7/1974 in Houston, TX "
439752,"Brian Cruz","C","Brian G Cruz ",NA,"12/10/1970 "
439753,"Jason Green","P","Jason M Green ",NA,"11/15/1973 "
439754,"Michael Moses","P","Michael G Moses ",NA,"5/20/1971 "
439755,"Brad Tweedlie","P","Bradley C Tweedlie ",NA,"12/9/1971 "
439756,"Scott Baldwin","P","Scott D Baldwin ",NA,"3/27/1970 "
439757,"Matthew Walsh","P","Matthew T Walsh ",NA,"12/11/1972 "
439758,"Ruben Corral","P","Ruben M Corral ",NA,"5/1/1976 "
439759,"Ryan Whitaker","P","Anthony R Whitaker ",NA,"2/3/1972 "
439760,"Victor Davila","SS","Victor M Davila ",NA,"11/27/1972 "
439761,"Eric Harris","OF","Eric D Harris ",NA,"2/9/1973 "
439762,"Andrew Tolbert","OF","Andrew Tolbert ",NA,"12/23/1975 "
439763,"Brandy Bengoechea","SS","Brandy J Bengoechea ",NA,"8/2/1971 "
439764,"Rickey Carter","OF","Rickey N Carter ",NA,"5/23/1974 "
439765,"Jeremy Lee","P","Jeremy N Lee ",NA,"10/20/1974 "
439766,"Aaron Huber","P","Aaron M Huber ",NA,"8/24/1972 "
439767,"Richard Lutz","C","Richard J Lutz ",NA,"2/11/1971 "
439768,"Christopher Cox","3B","Christopher A Cox ",NA,"9/10/1970 "
439770,"Jason Lowe","P","Jason R Lowe ",NA,"12/27/1972 "
439771,"Dave Morgan","C","David J Morgan ",NA,"11/19/1971 "
439772,"Charles McBride","2B","Charles E McBride ",NA,"8/12/1973 "
439773,"Jeff Foster","3B","Jeffrey B Foster ",NA,"2/25/1972 "
439774,"Derek Manning","P","Derek H Manning ",NA,"7/21/1970 "
439775,"Kip Roggendorf","1B","Kristian K Roggendorf ",NA,"8/20/1971 "
439776,"James Magee","SS","James Darrell Magee ",NA,"11/25/1974 in New Orleans, LA "
439777,"Jason Rajotte","P","Jason O Rajotte ",NA,"12/15/1972 "
439778,"Brandon Cain","P","Brandon T Cain ",NA,"8/10/1975 "
439779,"Pat Sanders","1B","William P Sanders ",NA,"8/28/1971 "
439780,"David Sinnes","P","David A Sinnes ",NA,"5/12/1971 "
439781,"Willy Daunic","1B","William A Daunic ",NA,"2/9/1971 "
439782,"Eric Olszewski","P","Eric W Olszewski ",NA,"11/4/1974 "
439783,"Mike Toney","P","Michael B Toney ",NA,"7/31/1973 "
439784,"Cameron Browder","OF","Cameron S Browder ",NA,"10/19/1970 "
439785,"Mathew Reese","OF","Mathew L Reese ",NA,"5/3/1971 "
439786,"James Franklin","OF","James R Franklin ",NA,"9/14/1974 "
439787,"Erik Moreno","C","Erik B Moreno ",NA,"10/1/1969 "
439788,"Brian Brewer","P","Brian P Brewer ",NA,"12/10/1971 "
439789,"Tony Banks","OF","Ronald A Banks ",NA,"9/21/1971 "
439790,"Jeffrey Bock","P","Jeffrey R Bock ",NA,"4/26/1971 "
439791,"Delshon Bowman","OF","Delshon J Bowman ",NA,"12/25/1975 "
439792,"Rocco Cafaro","P","John R Cafaro ",NA,"12/2/1972 "
439793,"Gavin Jackson","SS","Gavin J Jackson ",NA,"7/19/1973 "
439794,"Aaron Fuller","CF","Aaron M Fuller ",NA,"9/7/1971 "
439795,"David Gibralter","1B","David E Gibralter ",NA,"6/19/1975 "
439796,"Tim Karns","P","Timothy W Karns ",NA,"5/21/1972 "
439797,"John Walker","2B","John D Walker ",NA,"11/4/1971 "
439798,"Christopher Amos","SS","Christopher J Amos ",NA,"12/24/1971 "
439799,"Timothy Gavello","OF","Timothy J Gavello ",NA,"12/29/1971 "
439800,"Joshua Kirtlan","P","Joshua G Kirtlan ",NA,"11/17/1972 "
439801,"Danny Miller","P","Danny E Miller ",NA,"12/19/1971 "
439802,"Paul O'Hearn","P","Paul J O'Hearn ",NA,"9/23/1970 "
439803,"Marco Contreras","P","Marco A Contreras ",NA,"5/4/1972 "
439804,"Edward Collins","P","Edward J Collins ",NA,"8/26/1976 "
439805,"Brett Rapozo","P","Brett W Rapozo ",NA,"4/14/1974 "
439806,"Cade Gaspar","P","Cade J Gaspar ",NA,"8/21/1973 "
439807,"Randy Vickers","3B","Randal C Vickers ",NA,"7/21/1975 "
439808,"Shelby Johnson","P","Shelby V Johnson ",NA,"4/3/1975 "
439809,"Carlos Yedo","1B","Carlos M Yedo ",NA,"2/24/1974 "
439810,"Eliezer Rosario","SS","Eliezer M Rosario ",NA,"11/11/1975 "
439811,"Osvaldo Fernandez","P","Osvaldo Fernandez ",NA,"4/15/1970 "
439812,"Mark D'Ambrosio","DH","Mark Anthony D'Ambrosio ",NA,"12/30/1973 in Jersey City, NJ "
439813,"Ryan Duffy","P","Ryan W Duffy ",NA,"6/1/1973 "
439814,"Mark Desabrais","P","Mark D Desabrais ",NA,"7/10/1975 "
439815,"Theodore Stevens","C","Theodore L Stevens ",NA,"8/8/1972 "
439816,"Kelton Jacobson","P","Kelton W Jacobson ",NA,"2/17/1971 "
439817,"Kevin McCarthy","1B","Kevin M McCarthy ",NA,"7/5/1976 "
439818,"Timothy Bishop","OF","Timothy Bishop ",NA,"5/25/1976 "
439819,"H. Jay Wright","P","H. Jay T Wright ",NA,"11/14/1970 "
439820,"David Crutchfield","OF","David A Crutchfield ",NA,"6/5/1975 "
439821,"Steve Tenaglia","P","Stephen M Tenaglia ",NA,"10/8/1973 "
439822,"Brent Kaysner","P","Brent C Kaysner ",NA,"4/23/1974 "
439823,"Brad Burckel","SS","Bradley M. Burckel ",NA,"10/10/1971 in New Orleans, LA "
439824,"Janos Briscoe","P","Janos M Briscoe ",NA,"3/31/1973 "
439825,"Marvin Fowler","OF","Marvin E Fowler ",NA,"6/23/1975 "
439826,"Eric Garcia","C","Eric J Garcia ",NA,"3/10/1975 in Tampa, FL "
439827,"James Nichols","P","James T Nichols ",NA,"1/22/1976 "
439828,"Cy-leon Simonton","OF","Cy-leon Simonton ",NA,"8/23/1976 "
439829,"Brad Lee","P","Brad C Lee ",NA,"7/6/1974 "
439830,"Adrian Antonini","P","Adrian O Antonini ",NA,"7/27/1972 "
