"yahooid","name","position","full_name","nickname","dob"
8769,"Josh Tomlin","SP",NA,NA,"1984-10-19"
3216,"Darryl Strawberry","PH",NA,NA,"1962-03-12"
4389,"Marquis Grissom","CF",NA,NA,"1967-04-17"
8753,"Brian Schlitter","RP",NA,NA,"1985-12-21"
3212,"Mike Bishop","NY Mets",NA,NA,"1958-11-05"
4390,"Hensley Meulens","RF",NA,NA,"1967-06-23"
8746,"Felix Doubront","SP",NA,NA,"1987-10-23"
1093,"Al Woods","Toronto",NA,NA,"1953-08-08"
6437,"Damian Rolls","3B",NA,NA,"1977-09-15"
273,"Mark Davis","RP",NA,NA,"1960-10-19"
2191,"Bill Castro","RP",NA,NA,"1952-03-29"
4392,"Chip Hale","3B",NA,NA,"1964-12-02"
4394,"Lenny Webster","C",NA,NA,"1965-02-10"
4387,"Dean Wilkins","Washington",NA,NA,"1966-08-24"
1607,"Dwight Evans","Baltimore",NA,NA,"1951-11-03"
8781,"Mike Minor","SP",NA,NA,"1987-12-26"
3219,"Charles Hudson","Detroit",NA,NA,"1959-03-16"
4395,"Rosario Rodriguez","Pittsburgh",NA,NA,"1969-07-08"
8765,"Brad Davis","C",NA,NA,"1982-12-29"
3215,"Jose Oquendo","2B",NA,NA,"1963-07-04"
4396,"Mike Fetters","RP",NA,NA,"1964-12-19"
8785,"Steven Hill","C",NA,NA,"1985-03-14"
3220,"Steve Jeltz","Kansas City",NA,NA,"1959-05-28"
4397,"Mike Blowers","1B",NA,NA,"1965-04-24"
6443,"Matt Blank","SP",NA,NA,"1976-04-05"
2194,"Ken Clay","Seattle",NA,NA,"1954-04-06"
4398,"Juan Gonzalez","RF",NA,NA,"1969-10-16"
3732,"Eric Bell","RP",NA,NA,"1963-10-27"
8789,"Eduardo Núñez","SS",NA,NA,"1987-06-15"
3221,"Juan Samuel","LF",NA,NA,"1960-12-09"
4399,"Dean Palmer","3B",NA,NA,"1968-12-27"
6445,"Aaron Fultz","RP",NA,NA,"1973-09-04"
2195,"Mark Clear","LA Angels",NA,NA,"1956-05-27"
4400,"Greg Smith","Chi Cubs",NA,NA,"1967-04-05"
8793,"Chris Valaika","3B",NA,NA,"1985-08-14"
3222,"Jeff Stone","Philadelphia",NA,NA,"1960-12-26"
4401,"Jeff Schulz","Kansas City",NA,NA,"1961-06-02"
6449,"Daniel Garibay","RP",NA,NA,"1973-02-14"
2197,"Steve Comer","Cleveland",NA,NA,"1954-01-13"
4404,"George Canale","Cleveland",NA,NA,"1965-08-11"
6451,"Julio Lugo","2B",NA,NA,"1975-11-16"
2198,"Don Cooper","NY Yankees",NA,NA,"1957-01-15"
4406,"Chuck McElroy","RP",NA,NA,"1967-10-01"
8778,"Cory Luebke","SP",NA,NA,"1985-03-04"
1097,"Butch Wynegar","LA Angels",NA,NA,"1956-03-14"
6453,"Kevin Walker","RP",NA,NA,"1976-09-20"
274,"Bob Davis","LA Angels",NA,NA,"1952-03-01"
2199,"Doug Corbett","Atlanta",NA,NA,"1952-11-04"
4408,"Shawn Holman","LA Dodgers",NA,NA,"1964-11-10"
4409,"Jeff Datz","Detroit",NA,NA,"1959-11-28"
6455,"Scott Linebrink","RP",NA,NA,"1976-08-04"
2200,"Steve Crawford","Kansas City",NA,NA,"1958-04-29"
4410,"Ben McDonald","SP",NA,NA,"1967-11-24"
3738,"Bobby Jones","Texas",NA,NA,"1949-10-11"
4403,"John Olerud","1B",NA,NA,"1968-08-05"
1611,"Steve Kemp","Texas",NA,NA,"1954-08-07"
8813,"Adalberto Mendez","SP",NA,NA,"1982-02-22"
3227,"Marvell Wynne","Chi Cubs",NA,NA,"1959-12-17"
4411,"Mike Munoz","RP",NA,NA,"1965-07-12"
8797,"Brian Bogusevic","RF",NA,NA,"1984-02-18"
3223,"Jose DeLeon","RP",NA,NA,"1960-12-20"
2201,"Danny Darwin","SP",NA,NA,"1955-10-25"
4412,"Craig Wilson","3B",NA,NA,"1964-11-28"
8817,"Jarrod Dyson","CF",NA,NA,"1984-08-15"
3228,"Ralph Citarella","Chi White Sox",NA,NA,"1958-02-07"
4413,"Tommy Greene","SP",NA,NA,"1967-04-06"
8801,"Gregory Infante","RP",NA,NA,"1987-07-10"
3224,"Joe Orsulak","LF",NA,NA,"1962-05-31"
4414,"Rudy Seanez","RP",NA,NA,"1968-10-20"
3740,"Charlie O'Brien","C",NA,NA,"1961-05-01"
4407,"Pat Combs","SP",NA,NA,"1966-10-29"
1612,"Buck Martinez","Toronto",NA,NA,"1948-11-07"
8821,"Brandon Kintzler","RP",NA,NA,"1984-08-01"
3229,"Danny Cox","RP",NA,NA,"1959-09-21"
4415,"Mark Higgins","Cleveland",NA,NA,"1963-07-09"
8805,"Danny Espinosa","2B",NA,NA,"1987-04-25"
3225,"Alfonso Pulido","NY Yankees",NA,NA,"1957-01-23"
6461,"Andy Thompson","LF",NA,NA,"1975-10-08"
2203,"Frank DiPino","RP",NA,NA,"1956-10-22"
8794,"Scott Maine","RP",NA,NA,"1985-02-02"
1099,"Carl Yastrzemski","Boston",NA,NA,"1939-08-22"
4416,"Beau Allred","Cleveland",NA,NA,"1965-06-04"
6463,"Fernando Lunar","C",NA,NA,"1977-05-25"
2204,"Rich Dotson","Kansas City",NA,NA,"1959-01-10"
8829,"Konrad Schmidt","C",NA,NA,"1984-08-02"
3231,"Kevin Hagen","St. Louis",NA,NA,"1960-03-08"
4419,"Dann Howitt","St. Louis",NA,NA,"1964-02-13"
8833,"Dan Cortes","RP",NA,NA,"1987-03-04"
3232,"Bill Lyons","St. Louis",NA,NA,"1958-04-26"
4421,"Julio Machado","RP",NA,NA,"1965-12-01"
6467,"Joe Strong","RP",NA,NA,"1962-09-09"
2206,"Dennis Eckersley","RP",NA,NA,"1954-10-03"
4422,"John Barfield","RP",NA,NA,"1964-10-15"
8837,"Brandon Beachy","SP",NA,NA,"1986-09-03"
3233,"Rafael Santana","Cleveland",NA,NA,"1958-01-31"
4423,"Paul Sorrento","LF",NA,NA,"1965-11-17"
6469,"Brandon Kolb","RP",NA,NA,"1973-11-20"
2207,"Roger Erickson","NY Yankees",NA,NA,"1956-08-30"
4424,"Stan Belinda","RP",NA,NA,"1966-08-06"
6471,"Jose Rodriguez","RP",NA,NA,"1974-12-18"
2208,"Ed Farmer","Philadelphia",NA,NA,"1949-10-18"
4426,"Kevin Mmahat","NY Yankees",NA,NA,"1964-11-09"
8845,"Tsuyoshi Nishioka","2B",NA,NA,"1984-07-27"
3235,"Dave Von Ohlen","Oakland",NA,NA,"1958-10-25"
4427,"Terry Jorgensen","3B",NA,NA,"1966-09-02"
6473,"Mark Watson","RP",NA,NA,"1974-01-23"
2209,"Terry Felton","Minnesota",NA,NA,"1957-10-29"
8818,"John Lindsey","1B",NA,NA,"1977-01-30"
1102,"Joel Youngblood","Cincinnati",NA,NA,"1951-08-28"
4428,"Jose Vizcaino","SS",NA,NA,"1968-03-26"
4429,"Mike Hartley","RP",NA,NA,"1961-08-31"
2210,"Ed Figueroa","Oakland",NA,NA,"1948-10-14"
4430,"Darrin Fletcher","C",NA,NA,"1966-10-03"
8853,"Jason Kipnis","2B",NA,NA,"1987-04-03"
3237,"Mike Couchee","San Diego",NA,NA,"1957-12-04"
4431,"Wayne Edwards","LA Dodgers",NA,NA,"1964-03-07"
6477,"Tim Drew","RP",NA,NA,"1978-08-31"
2211,"Mike Flanagan","RP",NA,NA,"1951-12-16"
8826,"Mark Rogers","SP",NA,NA,"1986-01-30"
1103,"Robin Yount","CF",NA,NA,"1955-09-16"
4432,"Robin Ventura","1B",NA,NA,"1967-07-14"
4436,"Patrick Lennon","LF",NA,NA,"1968-04-27"
6485,"Augie Ojeda","2B",NA,NA,"1974-12-20"
2215,"Rich Gale","Boston",NA,NA,"1954-01-19"
4440,"Stu Tate","San Francisco",NA,NA,"1962-06-17"
3753,"Rich Surhoff","Philadelphia",NA,NA,"1962-10-03"
4442,"Gary DiSarcina","SS",NA,NA,"1967-11-19"
3754,"Bill Wilkinson","Seattle",NA,NA,"1964-08-10"
8877,"Aneury Rodriguez","SP",NA,NA,"1987-12-13"
3243,"Dan Gladden","LF",NA,NA,"1957-07-07"
4443,"Craig Grebeck","SS",NA,NA,"1964-12-29"
8881,"Jake Goebbert","1B",NA,NA,"1987-09-24"
3244,"Pat Larkin","San Francisco",NA,NA,"1960-06-14"
4445,"Dana Kiecker","RP",NA,NA,"1961-02-25"
6493,"Jason Marquis","SP",NA,NA,"1978-08-21"
2219,"Goose Gossage","RP",NA,NA,"1951-07-05"
8858,"Rudy Owens","SP",NA,NA,"1987-12-18"
1107,"Richie Zisk","Seattle",NA,NA,"1949-02-06"
4448,"Cliff Young","RP",NA,NA,"1964-08-02"
8889,"Josh Rodriguez","SS",NA,NA,"1984-12-18"
3246,"Craig Lefferts","LA Angels",NA,NA,"1957-09-29"
4449,"Kevin Bearse","Cleveland",NA,NA,"1965-11-07"
6497,"David Moraga","RP",NA,NA,"1975-07-08"
2221,"Ron Guidry","NY Yankees",NA,NA,"1950-08-28"
4452,"Alan Mills","RP",NA,NA,"1966-10-18"
8897,"Joe Paterson","RP",NA,NA,"1986-05-19"
3248,"Reggie Patterson","Chi Cubs",NA,NA,"1958-11-07"
4453,"Reggie Harris","RP",NA,NA,"1968-08-12"
6499,"Matt DeWitt","RP",NA,NA,"1977-09-04"
2222,"Larry Gura","Chi Cubs",NA,NA,"1947-11-26"
4454,"Brian Bohanon","SP",NA,NA,"1968-08-01"
3760,"Joe Boever","RP",NA,NA,"1960-10-04"
8901,"Héctor Noesí","SP",NA,NA,"1987-01-26"
3249,"Dallas Williams","Cincinnati",NA,NA,"1958-02-28"
4455,"Ramon Manon","Colorado",NA,NA,"1968-01-20"
8874,"Brett Lawrie","3B",NA,NA,"1990-01-18"
1109,"Hal McRae","Kansas City",NA,NA,"1945-07-10"
6501,"Chris Truby","3B",NA,NA,"1973-12-09"
277,"Andre Dawson","LF",NA,NA,"1954-07-10"
2223,"Moose Haas","Oakland",NA,NA,"1956-04-22"
4456,"Willie Blair","RP",NA,NA,"1965-12-18"
3761,"Ralph Bryant","LA Angels",NA,NA,"1961-05-20"
8905,"Jose Valdez","RP",NA,NA,"1983-01-22"
3250,"R.J. Reynolds","RF",NA,NA,"1959-04-19"
6503,"Luis Matos","LF",NA,NA,"1978-10-30"
2224,"Atlee Hammaker","RP",NA,NA,"1958-01-24"
4458,"Dave Rohde","Pittsburgh",NA,NA,"1964-05-08"
4451,"Steve Wapnick","Chi White Sox",NA,NA,"1965-09-25"
1623,"Ernie Whitt","Baltimore",NA,NA,"1952-06-13"
8909,"Louis Coleman","RP",NA,NA,"1986-04-04"
3251,"Kevin Gross","RP",NA,NA,"1961-06-08"
4459,"Delino DeShields","2B",NA,NA,"1969-01-15"
8893,"Nate Adcock","RP",NA,NA,"1988-02-25"
3247,"Dave Owen","Kansas City",NA,NA,"1958-04-25"
4460,"Rafael Valdez","San Diego",NA,NA,"1968-12-17"
4461,"Howard Hilton","St. Louis",NA,NA,"1964-01-03"
4462,"Scott Ruskin","RP",NA,NA,"1963-06-08"
3764,"Tim Burke","RP",NA,NA,"1959-02-19"
8917,"David Cooper","1B",NA,NA,"1987-02-12"
3253,"Don Carman","Texas",NA,NA,"1959-08-14"
4463,"Mike Bordick","SS",NA,NA,"1965-07-21"
2227,"Kevin Hickey","Baltimore",NA,NA,"1956-02-25"
4464,"Bill Sampen","LA Angels",NA,NA,"1963-01-18"
3765,"Rocky Childress","Houston",NA,NA,"1962-02-18"
8921,"Logan Forsythe","2B",NA,NA,"1987-01-14"
3254,"Jeff Dedmon","Cleveland",NA,NA,"1960-03-04"
4465,"Eric Gunderson","RP",NA,NA,"1966-03-29"
6511,"Dusty Allen","1B",NA,NA,"1972-08-09"
2228,"Jack Hobbs","Minnesota",NA,NA,"1955-11-11"
4466,"Dave Hollins","1B",NA,NA,"1966-05-25"
2229,"Rick Honeycutt","RP",NA,NA,"1954-06-29"
4468,"Kip Gross","SP",NA,NA,"1964-08-24"
8929,"Javy Guerra","RP",NA,NA,"1985-10-31"
3256,"Rich Rodas","LA Dodgers",NA,NA,"1959-11-07"
4469,"Daryl Irvine","RP",NA,NA,"1964-11-15"
6517,"Keith McDonald","C",NA,NA,"1973-02-08"
2231,"Bruce Hurst","SP",NA,NA,"1958-03-24"
8906,"Lance Pendleton","RP",NA,NA,"1983-09-10"
1113,"Mario Mendoza","Texas",NA,NA,"1950-12-26"
4472,"Jerry Kutzler","Kansas City",NA,NA,"1965-03-25"
4474,"Terry Shumpert","2B",NA,NA,"1966-08-16"
3770,"Lenny Dykstra","CF",NA,NA,"1963-02-10"
4467,"Carlos Hernandez","C",NA,NA,"1967-05-24"
1627,"Jim Dwyer","Minnesota",NA,NA,"1950-01-03"
8941,"Rubby De La Rosa","SP",NA,NA,"1989-03-04"
3259,"Jim Winn","Minnesota",NA,NA,"1959-09-23"
4475,"Rodney McCray","RF",NA,NA,"1963-09-13"
8925,"Trystan Magnuson","RP",NA,NA,"1985-06-06"
3255,"Orel Hershiser","SP",NA,NA,"1958-09-16"
2233,"Tommy John","NY Yankees",NA,NA,"1943-05-22"
4476,"Darren Reed","RF",NA,NA,"1965-10-16"
3771,"Steve Engel","Chi Cubs",NA,NA,"1961-12-31"
4477,"Mike Bell","1B",NA,NA,"1968-04-22"
4478,"Rick Parker","CF",NA,NA,"1963-03-20"
8933,"Tony Campana","CF",NA,NA,"1986-05-30"
3257,"Julio Solano","Seattle",NA,NA,"1960-01-08"
6525,"Mark Buehrle","SP",NA,NA,"1979-03-23"
2235,"Jeff Jones","Oakland",NA,NA,"1956-07-29"
4480,"David Segui","1B",NA,NA,"1966-07-19"
6529,"Cam Cairncross","RP",NA,NA,"1972-05-11"
2237,"Buster Keeton","Milwaukee",NA,NA,"1957-03-18"
4484,"Jeff Baldwin","Houston",NA,NA,"1965-09-05"
3775,"Jose Gonzalez","LF",NA,NA,"1964-11-23"
4485,"John Hoover","Texas",NA,NA,"1962-11-22"
6531,"Steve Sparks","RP",NA,NA,"1975-03-28"
2238,"Matt Keough","RP",NA,NA,"1955-07-03"
4486,"Jim Vatcher","RF",NA,NA,"1965-05-27"
4489,"Jimmy Kremers","Washington",NA,NA,"1965-10-08"
4490,"Jeff Manto","3B",NA,NA,"1964-08-23"
8946,"Chris Schwinden","SP",NA,NA,"1986-09-22"
1118,"Roger Metzger","San Francisco",NA,NA,"1947-10-10"
6537,"Kris Wilson","RP",NA,NA,"1976-08-06"
35,"Doug Ault","Toronto",NA,NA,"1950-03-09"
2241,"Dave LaRoche","NY Yankees",NA,NA,"1948-05-14"
4492,"Jim Leyritz","1B",NA,NA,"1963-12-27"
4493,"Chris Nabholz","RP",NA,NA,"1967-01-05"
6541,"Danny Ardoin","C",NA,NA,"1974-07-08"
2243,"Luis Leal","Toronto",NA,NA,"1957-03-21"
8954,"Tommy Hottovy","RP",NA,NA,"1981-07-09"
1119,"Dan Meyer","Oakland",NA,NA,"1952-08-03"
4496,"Javier Ortiz","Chi White Sox",NA,NA,"1963-01-22"
8985,"Luis Martinez","C",NA,NA,"1985-04-03"
3270,"Roger LaFrancois","Boston",NA,NA,"1956-08-02"
4497,"Steve Howard","Oakland",NA,NA,"1963-12-07"
2244,"Dennis Leonard","Kansas City",NA,NA,"1951-05-08"
8900,"Reegie Corona","2B",NA,NA,"1986-11-07"
139,"Doe Boyland","Pittsburgh",NA,NA,"1955-01-06"
4498,"Scott Erickson","SP",NA,NA,"1968-02-02"
6545,"Aubrey Huff","1B",NA,NA,"1976-12-20"
2245,"Aurelio Lopez","Houston",NA,NA,"1948-09-21"
4500,"Orlando Merced","RF",NA,NA,"1966-11-02"
4501,"Charles Nagy","RP",NA,NA,"1967-05-05"
6547,"Chan Perry","1B",NA,NA,"1972-09-13"
2246,"Steve Luebber","Baltimore",NA,NA,"1949-07-09"
4502,"Kevin Maas","1B",NA,NA,"1965-01-20"
4503,"Rich Rodriguez","RP",NA,NA,"1963-03-01"
6549,"Joel Pineiro","SP",NA,NA,"1978-09-25"
280,"Doug DeCinces","LA Angels",NA,NA,"1950-08-29"
2247,"Renie Martin","Philadelphia",NA,NA,"1955-08-30"
4504,"Howard Farmer","Washington",NA,NA,"1966-11-18"
4505,"Terry Wells","LA Dodgers",NA,NA,"1963-09-10"
6551,"Tony McKnight","SP",NA,NA,"1977-06-29"
2248,"Fred Martinez","LA Angels",NA,NA,"1957-03-15"
4506,"Thomas Howard","RF",NA,NA,"1964-12-11"
4508,"Chris Hammond","RP",NA,NA,"1966-01-21"
4509,"Mark Whiten","CF",NA,NA,"1966-11-25"
4510,"Tim Naehring","3B",NA,NA,"1967-02-01"
4513,"Mel Stottlemyre","Kansas City",NA,NA,"1963-12-28"
4514,"Ozzie Canseco","LF",NA,NA,"1964-07-02"
4516,"Mark Leiter","RP",NA,NA,"1963-04-13"
9025,"Aaron Thompson","RP",NA,NA,"1987-02-28"
3280,"Larry Sheets","Seattle",NA,NA,"1959-12-06"
4517,"Moises Alou","LF",NA,NA,"1966-07-03"
6563,"Jon Ratliff","RP",NA,NA,"1971-12-22"
2254,"Andy McGaffigan","Kansas City",NA,NA,"1956-10-25"
4518,"Mel Rojas","RP",NA,NA,"1966-12-10"
6565,"John Riedling","RP",NA,NA,"1975-08-29"
2255,"Scott McGregor","Baltimore",NA,NA,"1954-01-18"
4520,"Alex Cole","CF",NA,NA,"1965-08-17"
3793,"Paul O'Neill","RF",NA,NA,"1963-02-25"
4522,"Luis Encarnacion","Kansas City",NA,NA,"1963-10-20"
2257,"Doc Medich","Milwaukee",NA,NA,"1948-12-09"
9010,"Johnny Giavotella","2B",NA,NA,"1987-07-10"
1126,"Eddie Miller","San Diego",NA,NA,"1957-06-29"
4524,"Rafael Novoa","RP",NA,NA,"1967-10-26"
4526,"Jim Neidlinger","Colorado",NA,NA,"1964-09-24"
3796,"Dennis Powell","RP",NA,NA,"1963-08-13"
4527,"Frank Thomas","PH",NA,NA,"1968-05-27"
6573,"Luke Prokopec","SP",NA,NA,"1978-02-23"
2259,"Craig Minetto","Oakland",NA,NA,"1954-04-25"
4528,"Joe Grahe","RP",NA,NA,"1967-08-14"
6575,"Jace Brewer","SS",NA,NA,"1979-06-06"
2260,"Paul Mirabella","Milwaukee",NA,NA,"1954-03-20"
4530,"Tim Sherrill","St. Louis",NA,NA,"1965-09-10"
6577,"Alex Hernandez","RF",NA,NA,"1977-05-28"
2261,"Sid Monge","San Diego",NA,NA,"1951-04-11"
9026,"Darin Mastroianni","RF",NA,NA,"1985-08-26"
1128,"Rick Miller","Boston",NA,NA,"1948-04-19"
4532,"Brian McRae","CF",NA,NA,"1967-08-27"
3799,"Dave Shipanoff","Philadelphia",NA,NA,"1959-11-13"
6581,"Elvis Pena","2B",NA,NA,"1974-08-15"
2263,"Jack Morris","Cincinnati",NA,NA,"1955-05-16"
4536,"Bob MacDonald","RP",NA,NA,"1965-04-27"
4537,"Mike York","Chi Cubs",NA,NA,"1964-09-06"
4538,"Omar Olivares","RP",NA,NA,"1967-07-06"
4540,"Pete Coachman","LA Angels",NA,NA,"1961-11-11"
3803,"Todd Worrell","RP",NA,NA,"1959-09-28"
4541,"Anthony Telford","RP",NA,NA,"1966-03-06"
3804,"Floyd Youmans","Philadelphia",NA,NA,"1964-05-11"
9077,"Corey Brown","LF",NA,NA,"1985-11-26"
3293,"Jose Rijo","SP",NA,NA,"1965-05-13"
4543,"Paul Abbott","SP",NA,NA,"1967-09-15"
6589,"Kevin Tolar","RP",NA,NA,"1971-01-28"
2267,"Jack O'Connor","Baltimore",NA,NA,"1958-06-02"
4544,"Dave Pavlas","RP",NA,NA,"1962-08-12"
4545,"Tino Martinez","1B",NA,NA,"1967-12-07"
9085,"Justin De Fratus","RP",NA,NA,"1987-10-21"
3295,"Mark Gubicza","SP",NA,NA,"1962-08-14"
4547,"Ray Lankford","LF",NA,NA,"1967-06-05"
6593,"Randy Keisler","SP",NA,NA,"1976-02-24"
2269,"Jim Palmer","Baltimore",NA,NA,"1945-10-15"
9058,"Kyle Waldrop","RP",NA,NA,"1985-10-27"
1132,"Minnie Minoso","Chi White Sox",NA,NA,"1925-11-29"
4548,"Darren Lewis","CF",NA,NA,"1967-08-28"
9089,"Kelvin Herrera","RP",NA,NA,"1989-12-31"
3296,"Bret Saberhagen","SP",NA,NA,"1964-04-11"
4549,"Tim McIntosh","C",NA,NA,"1965-03-21"
6595,"Brian Smith","RP",NA,NA,"1972-09-17"
2270,"Mike Parrott","Seattle",NA,NA,"1954-12-06"
4550,"Mark Dewey","RP",NA,NA,"1965-01-03"
6597,"Thomas Jacquez","RP",NA,NA,"1975-12-29"
2271,"Bill Paschall","Kansas City",NA,NA,"1954-04-22"
4552,"Kevin Baez","Cincinnati",NA,NA,"1967-01-10"
3809,"Dan Murphy","San Diego",NA,NA,"1964-09-18"
9097,"Gary Sánchez","C",NA,NA,"1992-12-02"
3298,"Ricky Horton","St. Louis",NA,NA,"1959-07-30"
4554,"Wes Chamberlain","RF",NA,NA,"1966-04-13"
6601,"Danny Mota","RP",NA,NA,"1974-05-09"
2273,"Dan Petry","Boston",NA,NA,"1958-11-13"
4556,"Mickey Morandini","2B",NA,NA,"1966-04-22"
3811,"Scott Bailes","RP",NA,NA,"1962-12-18"
6603,"CC Sabathia","SP",NA,NA,"1980-07-21"
2274,"Chuck Porter","Milwaukee",NA,NA,"1956-01-12"
4558,"Darren Holmes","RP",NA,NA,"1966-04-25"
2275,"Dan Quisenberry","San Francisco",NA,NA,"1953-02-07"
4560,"Milt Cuyler","CF",NA,NA,"1968-10-07"
3813,"Andy Allanson","C",NA,NA,"1961-12-22"
4561,"Gerald Alexander","RP",NA,NA,"1968-03-26"
6607,"Chad Zerbe","RP",NA,NA,"1972-04-27"
2276,"Chuck Rainey","Chi Cubs",NA,NA,"1954-07-14"
4562,"Kevin Belcher","Chi White Sox",NA,NA,"1967-08-08"
3814,"Dave Clark","RF",NA,NA,"1962-09-03"
4563,"Bill Haselman","C",NA,NA,"1966-05-25"
9101,"Tommy Joseph","C",NA,NA,"1991-07-16"
3299,"Jose Uribe","SS",NA,NA,"1959-01-21"
6609,"Doug Nickle","RP",NA,NA,"1974-10-02"
2277,"Shane Rawley","Boston",NA,NA,"1955-07-27"
9090,"Tyler Pastornicky","2B",NA,NA,"1989-12-13"
1136,"Bob Molinaro","Philadelphia",NA,NA,"1950-05-21"
4564,"Paul McClellan","San Francisco",NA,NA,"1966-02-08"
9121,"Gerrit Cole","SP",NA,NA,"1990-09-08"
3304,"Dave Meier","Chi Cubs",NA,NA,"1959-08-08"
4565,"Scott Leius","1B",NA,NA,"1965-09-24"
3816,"Vince Coleman","LF",NA,NA,"1961-09-22"
9125,"Dylan Bundy","RP",NA,NA,"1992-11-15"
3305,"Keith Smith","Kansas City",NA,NA,"1961-10-20"
4567,"Dave Burba","RP",NA,NA,"1966-07-07"
6613,"Michael Young","3B",NA,NA,"1976-10-19"
2279,"Steve Renko","Kansas City",NA,NA,"1944-12-10"
9098,"Yasmani Grandal","C",NA,NA,"1988-11-08"
1137,"Paul Molitor","1B",NA,NA,"1956-08-22"
4568,"Jose Melendez","RP",NA,NA,"1965-09-02"
9129,"Gustavo Nunez","SS",NA,NA,"1988-02-08"
3306,"Joe Hesketh","SP",NA,NA,"1959-02-15"
4569,"Rich DeLucia","RP",NA,NA,"1964-10-07"
4570,"Mike Gardiner","RP",NA,NA,"1965-10-19"
9137,"Matt Hague","1B",NA,NA,"1985-08-20"
3308,"John Franco","RP",NA,NA,"1960-09-17"
4573,"Scott Cooper","3B",NA,NA,"1967-10-13"
4574,"Andujar Cedeno","SS",NA,NA,"1969-08-21"
6621,"Carlos Peña","1B",NA,NA,"1978-05-17"
2283,"Dave Rozema","Texas",NA,NA,"1956-08-05"
9114,"Hak-Ju Lee","SS",NA,NA,"1990-11-04"
1139,"Don Money","Milwaukee",NA,NA,"1947-06-07"
4576,"Luis Gonzalez","LF",NA,NA,"1967-09-03"
2284,"Dave Rucker","Pittsburgh",NA,NA,"1957-09-01"
4578,"Chuck Malone","Philadelphia",NA,NA,"1965-07-08"
6625,"Abraham Nunez","RF",NA,NA,"1977-02-05"
2285,"Luis Sanchez","LA Angels",NA,NA,"1953-08-24"
9122,"Trevor Bauer","SP",NA,NA,"1991-01-17"
1140,"Willie Montanez","Philadelphia",NA,NA,"1948-04-01"
4580,"Ray Stephens","C",NA,NA,"1962-09-22"
3823,"Joel McKeon","Chi White Sox",NA,NA,"1963-02-25"
4581,"Rod Brewer","St. Louis",NA,NA,"1966-02-24"
4582,"Mike Perez","RP",NA,NA,"1964-10-19"
6629,"Joe Lawrence","2B",NA,NA,"1977-02-13"
2287,"Dave Schmidt","Seattle",NA,NA,"1957-04-22"
4584,"Steve Chitren","Oakland",NA,NA,"1967-06-08"
3825,"Mickey Brantley","Houston",NA,NA,"1961-06-17"
9161,"Jordany Valdespín","2B",NA,NA,"1987-12-23"
3314,"Junior Noboa","2B",NA,NA,"1964-11-10"
4586,"Paul Faries","2B",NA,NA,"1965-02-20"
4588,"Rich Rowland","C",NA,NA,"1964-02-25"
9173,"Miles Mikolas","SP",NA,NA,"1988-08-23"
3317,"Roy Smith","Cleveland",NA,NA,"1961-09-06"
4591,"Steve Adkins","Chi Cubs",NA,NA,"1964-10-26"
6637,"Michael Cuddyer","LF",NA,NA,"1979-03-27"
2291,"Paul Splittorff","Kansas City",NA,NA,"1946-10-08"
9146,"Rhiner Cruz","RP",NA,NA,"1986-11-01"
1143,"Charlie Moore","Toronto",NA,NA,"1953-06-21"
4592,"Turner Ward","RF",NA,NA,"1965-04-11"
3829,"Bill Bathe","San Francisco",NA,NA,"1960-10-14"
4593,"Hector Wagner","Kansas City",NA,NA,"1968-11-26"
4594,"Brian Barnes","Miami",NA,NA,"1967-03-25"
4596,"Luis Lopez","Cleveland",NA,NA,"1964-09-01"
4597,"Steve Decker","C",NA,NA,"1965-10-25"
6645,"Eric Hinske","1B",NA,NA,"1977-08-05"
286,"Rick Dempsey","C",NA,NA,"1949-09-13"
2295,"Sammy Stewart","Cleveland",NA,NA,"1954-10-28"
4600,"Jeff Conine","1B",NA,NA,"1966-06-27"
9193,"Will Smith","RP",NA,NA,"1989-07-10"
3322,"Rex Hudler","RF",NA,NA,"1960-09-02"
4601,"Andres Santana","San Francisco",NA,NA,"1968-02-05"
2297,"Tim Stoddard","Cleveland",NA,NA,"1953-01-24"
9170,"Tyler Moore","1B",NA,NA,"1987-01-30"
1146,"Andres Mora","Cleveland",NA,NA,"1955-05-25"
4604,"Leo Gomez","3B",NA,NA,"1966-03-02"
4605,"Gino Minutelli","Cleveland",NA,NA,"1964-05-23"
6651,"Donnie Bridges","SP",NA,NA,"1978-12-10"
2298,"Bob Stoddard","NY Mets",NA,NA,"1957-03-08"
4606,"Rich Garces","RP",NA,NA,"1971-05-18"
6655,"Mike Bynum","SP",NA,NA,"1978-03-20"
2300,"Frank Tanana","SP",NA,NA,"1953-07-03"
4610,"Scott Lewis","RP",NA,NA,"1965-12-05"
6657,"Chris Reitsma","RP",NA,NA,"1977-12-31"
2301,"Dave Tobik","Seattle",NA,NA,"1953-03-02"
4612,"Roberto Hernandez","RP",NA,NA,"1964-11-11"
3839,"Rick Leach","San Francisco",NA,NA,"1957-05-04"
4613,"Brian Drahman","RP",NA,NA,"1966-11-07"
6659,"Joaquín Benoit","RP",NA,NA,"1977-07-26"
2302,"Jackson Todd","Toronto",NA,NA,"1951-11-20"
4614,"Bruce Egloff","RP",NA,NA,"1965-04-10"
3840,"Scott Bankhead","RP",NA,NA,"1963-07-31"
4615,"Eddie Taubensee","C",NA,NA,"1968-10-31"
6661,"Jason Standridge","RP",NA,NA,"1978-11-09"
